Tid (s),C1,C2
760,55.3,48.8
761,56,47.4
762,54.3,48
763,54.8,49
764,57.2,48.9
765,56.2,49.4
766,55.9,49.3
767,55.7,50.1
768,52,50.6
769,54.4,51.1
770,57.8,55.5
771,57,56.5
772,55.5,51.8
773,57.1,50.4
774,55.8,49.1
775,56.5,48.8
776,54,48
777,57.4,48.9
778,55.8,49.5
779,58.2,48.4
780,55.9,48.4
781,56.3,49.1
782,58.6,50
783,59.8,56.7
784,60.7,51.1
785,61.5,52.2
786,61.3,53.7
787,62.5,54.6
788,59.7,55.1
789,59.9,58.2
790,60.4,53.5
791,60,52.5
792,60,51.9
793,61.1,51.4
794,61.8,52.4
795,62.9,52.4
796,64,53.3
797,64.5,54.2
798,64.1,54.2
799,63.6,53.3
800,61.9,52.4
801,61.6,51.4
802,60.4,51.1
803,60.4,50.7
804,60.6,50.7
805,59.7,50.8
806,57.5,50.7
807,57.5,52.2
808,57.6,54.4
809,58.3,51.2
810,58.5,49.9
811,57.2,49.3
812,57.7,48.7
813,57,48
814,57.7,47.8
815,57.4,48.1
816,56.3,47
817,57.7,46.4
818,57,46.5
819,57.7,46.4
820,59.5,47.5
821,58.6,48.1
822,58.1,48.4
823,58.7,48
824,57.7,48.2
825,58.1,48.1
826,57.3,47.2
827,59,47.1
828,58.5,47.6
829,57.4,47.7
830,58.3,47.5
831,57.2,46.8
832,57.1,46.8
833,57.8,46.2
834,56.4,45.7
835,53.4,45.6
836,53.3,44.1
837,57.3,45.5
838,54.2,45.5
839,55.4,46.4
840,53.7,44.4
841,55.9,45.1
842,56.8,46.5
843,56.2,46.7
844,55.7,46.3
845,53.7,45.6
846,51.5,43.2
847,56.2,44.3
848,56.9,46.3
849,56.2,45.8
850,57.6,46
851,57.9,46.9
852,56.9,47.7
853,56.2,46.9
854,57.9,47.5
855,58.7,48.9
856,61.5,51.2
857,64.1,54.2
858,64.4,56.1
859,63.6,56.4
860,63.3,58.7
861,61.6,56.1
862,61.8,53.6
